ICAO;IATA;Name;City;Country;Lattitude Degrees;Lattitude Minutes;Lattitude Seconds;Lattitude Direction;Longitude Degrees;Longitude Minutes;Longitude Seconds;Longitude Direction;Altitude
RCUK;N/A;N/A;PARQUEI;TAIWAN;0;0;0;U;0;0;0;U;0
RCWA;WOT;WANG AN;WANG AN;TAIWAN;23;22;15;N;119;29;40;E;4
RCWK;N/A;N/A;HSINSHIE;TAIWAN;0;0;0;U;0;0;0;U;0
RCXY;N/A;N/A;KUEIJEN;TAIWAN;0;0;0;U;0;0;0;U;0
RCYU;HUN;HUALIEN;HUALIEN;TAIWAN;24;1;23;N;121;37;4;E;16
RJAA;NRT;NEW TOKYO INTERNATIONAL;TOKYO;JAPAN;35;45;53;N;140;23;11;E;43
RJAF;MMJ;MATSUMOTO;MATSUMOTO;JAPAN;36;10;0;N;137;55;22;E;666
RJAH;N/A;HYAKURI;HYAKURI;JAPAN;36;10;51;N;140;24;55;E;33
RJAI;N/A;N/A;ICHIGAYA;JAPAN;0;0;0;U;0;0;0;U;0
RJAK;N/A;N/A;KASUMIGAURA;JAPAN;0;0;0;U;0;0;0;U;0
RJAM;N/A;MINAMI TORISHIMA;MINAMI TORI SHIMA;JAPAN;24;17;22;N;153;58;44;E;7
RJAN;KIJ;N/A;NIGATA;JAPAN;0;0;0;U;0;0;0;U;0
RJAO;N/A;N/A;CHICHIJIMA;JAPAN;0;0;0;U;0;0;0;U;0
RJAT;N/A;N/A;TAKIGAHARA;JAPAN;0;0;0;U;0;0;0;U;0
RJAW;IWO;IWO JIMA;IWOJIMA;JAPAN;24;47;2;N;141;19;21;E;116
RJBD;SHM;NANKI SHIRAHAMA;NANKI-SHIRAHAMA;JAPAN;33;39;44;N;135;21;52;E;91
RJBK;N/A;KOHNAN;KOHNAN;JAPAN;34;35;27;N;133;55;59;E;1
RJCA;N/A;N/A;ASAHIKAWA;JAPAN;0;0;0;U;0;0;0;U;0
RJCB;OBO;OBIHIRO;OBIHIRO;JAPAN;42;44;0;N;143;13;2;E;154
RJCC;CTS;CHITOSE INTERNATIONAL AIRPORT;SAPPORO;JAPAN;42;46;30;N;141;41;32;E;25
RJCH;HKD;HAKODATE;HAKODATE;JAPAN;41;46;12;N;140;49;19;E;47
RJCJ;SPK;CHITOSE;CHITOSE;JAPAN;42;47;40;N;141;39;59;E;27
RJCM;MMB;MEMANBETSU;MEMANBETSU;JAPAN;43;52;50;N;144;9;50;E;42
RJCN;SHB;NAKASHIBETSU;NAKASHIBETSU;JAPAN;43;34;38;N;144;57;35;E;72
RJCO;SPK;SAPPORO;SAPPORO;JAPAN;43;6;58;N;141;22;48;E;8
RJCR;RBJ;N/A;REBUN;JAPAN;0;0;0;U;0;0;0;U;0
RJCS;KUH;N/A;KUSHIRO;JAPAN;0;0;0;U;0;0;0;U;0
RJCT;N/A;TOKACHI;TOKACHI;JAPAN;42;53;25;N;143;9;30;E;84
RJCW;WKJ;WAKKANAI;WAKKANAI;JAPAN;45;24;14;N;141;48;3;E;10
RJCY;N/A;N/A;MURORAN;JAPAN;0;0;0;U;0;0;0;U;0
RJDB;IKI;IKI;IKI;JAPAN;33;44;56;N;129;47;7;E;16
RJDC;UBJ;YAMAGUCHI UBE;YAMAGUCHI;JAPAN;33;55;48;N;131;16;44;E;8
RJDK;N/A;N/A;KAMIGOTO;JAPAN;0;0;0;U;0;0;0;U;0
RJDM;N/A;N/A;METABARU;JAPAN;0;0;0;U;0;0;0;U;0
RJDO;N/A;N/A;OJIKA;JAPAN;0;0;0;U;0;0;0;U;0
RJDT;TSJ;TSUSHIMA;TSUSHIMA;JAPAN;34;17;5;N;129;19;49;E;65
RJEB;MBE;MONBETSU;MONBETSU;JAPAN;44;18;14;N;143;24;14;E;25
RJEC;AKJ;ASAHIKAWA;ASAHIKAWA;JAPAN;43;40;15;N;142;26;51;E;220
RJEO;OIR;N/A;OKUSHIRI;JAPAN;0;0;0;U;0;0;0;U;0
RJER;RIS;RISHIRI;RISHIRI ISLAND;JAPAN;45;14;31;N;141;11;11;E;35
RJFA;N/A;ASHIYA;ASHIYA;JAPAN;33;52;59;N;130;39;10;E;30
RJFC;KUM;YAKUSHIMA;YAKUSHIMA;JAPAN;30;23;8;N;130;39;32;E;38
RJFE;FUJ;FUKUE;FUKUE;JAPAN;32;39;58;N;128;49;58;E;84
RJFF;FUK;FUKUOKA;FUKUOKA;JAPAN;33;35;11;N;130;27;0;E;10
RJFG;TNE;TANEGASHIMA;TANEGASHIMA;JAPAN;30;32;48;N;130;57;0;E;98
RJFK;KOJ;KAGOSHIMA;KAGOSHIMA;JAPAN;31;48;12;N;130;43;9;E;277
RJFM;KMI;MIYAZAKI;MIYAZAKI;JAPAN;31;52;37;N;131;26;54;E;7
RJFN;N/A;NYUTABARU;NYUTABARU;JAPAN;32;5;1;N;131;27;6;E;79
RJFO;OIT;OITA;OITA;JAPAN;33;28;46;N;131;44;14;E;6
RJFR;KKJ;KITAKYUSHU;KITAKYUSHU;JAPAN;33;50;10;N;130;56;49;E;6
RJFT;KMJ;KUMAMOTO;KUMAMOTO;JAPAN;32;50;14;N;130;51;18;E;196
RJFU;NGS;NAGASAKI;NAGASAKI;JAPAN;32;55;21;N;129;55;24;E;5
RJFW;N/A;N/A;SASEBO;JAPAN;0;0;0;U;0;0;0;U;0
RJFY;N/A;KANOYA;KANOYA;JAPAN;31;22;3;N;130;50;43;E;66
RJFZ;N/A;TSUIKI;TSUIKI;JAPAN;33;41;7;N;131;2;26;E;17
RJKA;ASJ;AMAMI;AMAMI;JAPAN;28;25;50;N;129;42;45;E;9
RJKB;N/A;OKIERABU;OKIERABU;JAPAN;27;25;31;N;128;42;3;E;31
RJKN;TKN;TOKUNOSHIMA;TOKUNOSHIMA;JAPAN;27;50;10;N;128;52;52;E;6
RJNF;N/A;FUKUI;FUKUI;JAPAN;36;8;34;N;136;13;26;E;6
RJNG;N/A;GIFU;GIFU;JAPAN;35;23;39;N;136;52;10;E;40
RJNH;N/A;HAMAMATSU;HAMAMATSU;JAPAN;34;45;0;N;137;42;11;E;46
RJNK;KMQ;KOMATSU;KANAZAWA;JAPAN;36;23;37;N;136;24;28;E;11
RJNN;NGO;NAGOYA;NAGOYA;JAPAN;35;15;18;N;136;55;28;E;16
RJNO;OKI;OKI;OKI ISLAND;JAPAN;36;10;52;N;133;19;29;E;95
RJNT;TOY;TOYAMA;TOYAMA;JAPAN;36;38;54;N;137;11;14;E;29
RJNY;N/A;SHIZUHAMA;YAIZU;JAPAN;34;48;45;N;138;17;52;E;8
RJOA;HIJ;HIROSHIMA;HIROSHIMA;JAPAN;34;26;7;N;132;55;19;E;332
RJOB;OKJ;OKAYAMA;OKAYAMA;JAPAN;34;45;25;N;133;51;20;E;246
RJOC;IZO;IZUMO;IZUMO;JAPAN;35;24;49;N;132;53;24;E;5
RJOE;N/A;N/A;AKENO;JAPAN;0;0;0;U;0;0;0;U;0
RJOF;N/A;HOFU;HOFU;JAPAN;34;2;4;N;131;32;57;E;3
RJOH;YGJ;MIHO;MIHO;JAPAN;35;29;32;N;133;14;11;E;7
RJOI;N/A;IWAKUNI MCAS;IWAKUNI;JAPAN;34;8;37;N;132;14;8;E;3
RJOK;KCZ;KOCHI;KOCHI;JAPAN;33;32;40;N;133;40;17;E;10
RJOM;MYJ;MATSUYAMA;MATSUYAMA;JAPAN;33;49;38;N;132;41;59;E;8
RJOO;ITM;OSAKA INTERNATIONAL;OSAKA;JAPAN;34;47;7;N;135;26;17;E;16
RJOP;KMQ;N/A;KOMATSUJIMA;JAPAN;0;0;0;U;0;0;0;U;0
RJOR;TTJ;TOTTORI;TOTTORI;JAPAN;35;31;48;N;134;9;59;E;20
RJOS;TKS;TOKUSHIMA;TOKUSHIMA;JAPAN;34;7;58;N;134;36;23;E;8
RJOT;TAK;TAKAMATSU;TAKAMATSU;JAPAN;34;12;50;N;134;0;56;E;186
RJOY;N/A;YAO;OSAKA;JAPAN;34;35;46;N;135;36;10;E;12
RJOZ;N/A;OZUKI;OZUKI;JAPAN;34;2;43;N;131;3;7;E;4
RJSA;AOJ;AOMORI;AOMORI;JAPAN;40;44;4;N;140;41;27;E;203
RJSC;GAJ;YAMAGATA;YAMAGATA;JAPAN;38;24;42;N;140;22;16;E;108
RJSD;N/A;N/A;SADO;JAPAN;0;0;0;U;0;0;0;U;0
RJSH;N/A;HACHINOHE;HACHINOE;JAPAN;40;33;23;N;141;27;58;E;47
RJSI;HNA;HANAMAKI;HANAMAKI;JAPAN;39;25;51;N;141;8;9;E;91
RJSK;AXT;AKITA;AKITA;JAPAN;39;36;56;N;140;13;7;E;96
RJSM;MSJ;MISAWA AB;MISAWA;JAPAN;40;42;11;N;141;22;6;E;37
RJSO;N/A;N/A;OMINATO;JAPAN;0;0;0;U;0;0;0;U;0
RJSS;SDJ;SENDAI;SENDAI;JAPAN;38;8;22;N;140;55;0;E;5
RJST;N/A;MATSUSHIMA;MATSUSHIMA;JAPAN;38;24;17;N;141;13;10;E;3
RJSU;N/A;N/A;KASUMINOME;JAPAN;0;0;0;U;0;0;0;U;0
RJSY;N/A;SHONAI;SHONAI;JAPAN;38;48;42;N;139;47;13;E;27
RJTA;N/A;ATSUGI NAF;ATSUGI;JAPAN;35;27;16;N;139;27;0;E;63
RJTC;N/A;N/A;TACHIKAWA;JAPAN;0;0;0;U;0;0;0;U;0
RJTE;N/A;TATEYAMA;TATEYAMA;JAPAN;34;59;13;N;139;49;45;E;4
RJTF;N/A;CHOFU;TOKYO;JAPAN;35;40;18;N;139;31;41;E;42
RJTH;HAC;HACHIJOJIMA;HACHIJOJIMA;JAPAN;33;6;54;N;139;47;8;E;93
RJTI;N/A;N/A;TOKYO;JAPAN;0;0;0;U;0;0;0;U;0
RJTJ;N/A;IRUMA;IRUMA;JAPAN;35;50;29;N;139;24;35;E;90
RJTK;N/A;KISARAZU;KISARAZU;JAPAN;35;23;53;N;139;54;35;E;4
RJTL;N/A;SHIMOFUSA;SHIMOFUSA;JAPAN;35;47;56;N;140;0;40;E;30
RJTO;OIM;OSHIMA;OSHIMA;JAPAN;34;47;4;N;139;21;41;E;40
RJTQ;MMY;MIYAKEJIMA;MIYAKE JIMA;JAPAN;34;4;19;N;139;33;35;E;21
RJTR;N/A;KASTNER AAF;ZAMA;JAPAN;35;30;49;N;139;23;37;E;110
RJTT;HND;TOKYO INTERNATIONAL;TOKYO;JAPAN;35;33;8;N;139;46;46;E;11
RJTY;OKO;YOKOTA AB;YOKOTA;JAPAN;35;44;54;N;139;20;54;E;142
RJTZ;N/A;N/A;FUCHU;JAPAN;0;0;0;U;0;0;0;U;0
RKJJ;KWJ;GWANGJU;KWANGJU;KOREA;35;7;32;N;126;48;35;E;15
RKJK;KUB;KUNSAN AB;KUNSAN;KOREA;35;54;13;N;126;36;57;E;9
RKJM;N/A;MOKPO;MOKPO;KOREA;34;45;32;N;126;22;47;E;8
RKJU;N/A;JEONJU;JHUNJU;KOREA;35;52;42;N;127;7;10;E;30
RKJY;RSU;YEOSU;YEOSU;KOREA;34;50;23;N;127;36;55;E;21
RKNC;N/A;A 306;CHUNCHON;KOREA;37;53;1;N;127;43;4;E;75
RKND;SHO;SOKCHO;SOKCH'O;KOREA;38;8;51;N;128;36;2;E;31
RKNH;N/A;N/A;HEONGSUNG;KOREA;0;0;0;U;0;0;0;U;0
RKNI;N/A;N/A;INJAE;KOREA;0;0;0;U;0;0;0;U;0
RKNK;N/A;N/A;KWANDAERI;KOREA;0;0;0;U;0;0;0;U;0
RKNN;KAG;GANGNEUNG;KANGNUNG;KOREA;37;45;12;N;128;56;38;E;11
RKNS;N/A;N/A;SAMCHOK;KOREA;0;0;0;U;0;0;0;U;0
RKNW;N/A;WONJU;WONJU;KOREA;37;26;17;N;127;57;37;E;101
RKNY;N/A;YANGYANG INTERNATIONAL;YANGKU;KOREA;38;3;40;N;128;40;8;E;74
RKPC;CJU;JEJU INTERNATIONAL;CHEJU;KOREA;33;30;40;N;126;29;34;E;36
RKPE;N/A;JINHAE;CHINHAE;KOREA;35;8;28;N;128;41;44;E;3
RKPK;PUS;GIMHAE INTERNATIONAL;KIMHAE;KOREA;35;10;46;N;128;56;17;E;4
RKPM;N/A;N/A;CHEJU;KOREA;0;0;0;U;0;0;0;U;0
RKPP;N/A;PUSAN;BUSAN;KOREA;35;10;15;N;129;7;43;E;2
RKPS;N/A;SACHEON AB;SACHON;KOREA;35;5;18;N;128;4;13;E;8
RKPU;USN;ULSAN;ULSAN;KOREA;35;35;36;N;129;21;6;E;14
RKSA;N/A;N/A;ASCOM CITY;KOREA;0;0;0;U;0;0;0;U;0
RKSB;N/A;N/A;UIJEONGBU;KOREA;0;0;0;U;0;0;0;U;0
RKSC;N/A;N/A;CHEONGOKRI;KOREA;0;0;0;U;0;0;0;U;0
RKSE;N/A;N/A;PAEKRYOUNGDO BEACH;KOREA;0;0;0;U;0;0;0;U;0
RKSF;N/A;N/A;KOREAN AIR FORCE HQ;KOREA;0;0;0;U;0;0;0;U;0
RKSG;N/A;A 511;PYONGTAEK;KOREA;36;57;38;N;127;2;0;E;16
RKSK;N/A;N/A;SUSAEK;KOREA;0;0;0;U;0;0;0;U;0
RKSM;SSN;SEOUL AB;SEOUL EAST;KOREA;37;26;45;N;127;6;50;E;29
RKSN;N/A;N/A;KUNI;KOREA;0;0;0;U;0;0;0;U;0
RKSO;OSN;OSAN AB;OSAN;KOREA;37;5;26;N;127;1;46;E;13
RKSP;N/A;N/A;PAEKRYOUNGDO SITE;KOREA;0;0;0;U;0;0;0;U;0
RKSR;N/A;N/A;YEONGDONGRI;KOREA;0;0;0;U;0;0;0;U;0
RKSS;GMP;GIMPO;SEOUL;KOREA;37;33;29;N;126;47;26;E;18
RKST;N/A;N/A;TONGDUCHEON;KOREA;0;0;0;U;0;0;0;U;0
RKSU;N/A;N/A;YEOJU;KOREA;0;0;0;U;0;0;0;U;0
RKSW;N/A;SUWON;SUWON;KOREA;37;14;21;N;127;0;25;E;27
RKSX;N/A;N/A;SONG SAN-RI;KOREA;0;0;0;U;0;0;0;U;0
RKSY;N/A;N/A;SEOUL;KOREA;0;0;0;U;0;0;0;U;0
RKTA;N/A;N/A;ANDONG;KOREA;0;0;0;U;0;0;0;U;0
RKTC;N/A;N/A;CHUNGJU;KOREA;0;0;0;U;0;0;0;U;0
RKTF;N/A;N/A;TAEJON;KOREA;0;0;0;U;0;0;0;U;0
RKTH;KPO;POHANG;POHANG;KOREA;35;59;16;N;129;25;13;E;22
RKTJ;N/A;R 806;KYUNGJU;KOREA;35;51;23;N;129;12;41;E;27
RKTN;TAE;DAEGU AB;TAEGU;KOREA;35;53;38;N;128;39;31;E;36
RKTS;N/A;N/A;SANGJU;KOREA;0;0;0;U;0;0;0;U;0
RKTU;N/A;CHEONGJU INTERNATIONAL;CHONGJU;KOREA;36;42;59;N;127;29;56;E;59
RKTY;YEC;YECHEON;YECHON;KOREA;36;37;54;N;128;21;17;E;108
ROAH;OKA;NAHA;NAHA;JAPAN;26;11;44;N;127;38;45;E;4
RODE;N/A;IE SHIMA AUX AB;IEJIMA;JAPAN;26;43;43;N;127;45;42;E;57
RODN;DNA;KADENA AB;KADENA;JAPAN;26;21;20;N;127;46;3;E;44
ROIG;ISG;ISHIGAKI;ISHIGAKI;JAPAN;24;20;40;N;124;11;13;E;29
ROKJ;UEO;KUMEJIMA;KUMEJIMA;JAPAN;26;21;48;N;126;42;49;E;8
ROKW;N/A;N/A;YOMITAN;JAPAN;0;0;0;U;0;0;0;U;0
ROMD;MMD;MINAMI DAITO;MINAMI DAITO;JAPAN;25;50;47;N;131;15;48;E;51
ROMY;MMY;MIYAKO;MIYAKO;JAPAN;24;46;58;N;125;17;42;E;46
RORA;AGJ;N/A;AGUNI;JAPAN;0;0;0;U;0;0;0;U;0
RORH;HTR;N/A;HATERUMA;JAPAN;0;0;0;U;0;0;0;U;0
RORK;KTD;KITADAITO;KITADAITO;JAPAN;25;56;52;N;131;19;17;E;25
RORS;SHI;SHIMOJISHIMA;SHIMOJISHIMA;JAPAN;24;49;36;N;125;8;41;E;17
RORT;N/A;N/A;TARAMA;JAPAN;0;0;0;U;0;0;0;U;0
RORY;RNJ;YORON;YORON;JAPAN;27;2;38;N;128;24;5;E;16
ROTM;N/A;FUTENMA MCAS;FUTEMA;JAPAN;26;16;27;N;127;45;23;E;76
ROYN;OGN;YONAGUNI;YONAGUNI JIMA;JAPAN;24;28;1;N;122;58;40;E;22
RPLL;MNL;NINOY AQUINO INTERNATIONAL;MANILA;PHILIPPINES;14;30;31;N;121;1;10;E;23
RPMB;N/A;GENERAL SANTOS;CUBI NAS;PHILIPPINES;6;6;20;N;125;14;10;E;9
RPMC;CEB;COTABATO;CEBU;PHILIPPINES;7;9;53;N;124;12;37;E;58
RPMK;N/A;N/A;CLARK/PAMPANGA;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPML;CGY;CAGAYAN DE ORO;LADAG;PHILIPPINES;8;24;52;N;124;36;41;E;186
RPMM;MNL;MALABANG;MANILA;PHILIPPINES;7;37;2;N;124;3;31;E;9
RPMP;LGP;PAGADIAN;LEGAZPI;PHILIPPINES;7;49;40;N;123;27;37;E;2
RPMR;N/A;TAMBLER;ROMBLON;PHILIPPINES;6;3;29;N;125;5;46;E;152
RPMS;N/A;SURIGAO;SANGLEY POINT;PHILIPPINES;9;45;28;N;125;28;51;E;7
RPMT;N/A;N/A;LAPU-LAPU;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPMZ;ZAM;ZAMBOANGA INTERNATIONAL;ZAMBOANGA;PHILIPPINES;6;55;20;N;122;3;34;E;11
RPUA;N/A;N/A;APARRI;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPUB;BAG;BAGUIO;BAGUIO;PHILIPPINES;16;22;30;N;120;37;8;E;1296
RPUC;N/A;N/A;CABANATUAN;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPUD;N/A;DAET;DAET;PHILIPPINES;14;7;45;N;122;58;49;E;4
RPUE;N/A;N/A;LUCENA;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPUF;N/A;BASA AB;FLORIDABLANCA;PHILIPPINES;14;59;11;N;120;29;33;E;47
RPUG;N/A;LINGAYEN;LINGAYEN;PHILIPPINES;16;2;5;N;120;14;27;E;1
RPUH;N/A;SAN JOSE;SAN JOSE;PHILIPPINES;12;21;41;N;121;2;47;E;5
RPUI;N/A;IBA;IBA;PHILIPPINES;15;19;32;N;119;58;8;E;4
RPUJ;N/A;N/A;CASTILLEJOS;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPUK;N/A;N/A;CALAPAN;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPUL;N/A;FERNANDO AB;LIPA;PHILIPPINES;13;57;18;N;121;7;29;E;372
RPUM;N/A;MAMBURAO;MAMBURAO;PHILIPPINES;13;12;29;N;120;36;19;E;4
RPUN;N/A;NAGA;NAGA;PHILIPPINES;13;35;7;N;123;16;15;E;44
RPUO;N/A;BASCO;BASCO;PHILIPPINES;20;27;6;N;121;58;48;E;89
RPUP;N/A;LARAP;JOSE PANGANIBAN;PHILIPPINES;14;17;34;N;122;38;44;E;6
RPUQ;N/A;VIGAN;VIGAN;PHILIPPINES;17;33;13;N;120;21;27;E;11
RPUR;N/A;N/A;BALER;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPUS;N/A;SAN FERNANDO;SAN FERNANDO;PHILIPPINES;16;35;44;N;120;18;11;E;4
RPUT;N/A;TUGUEGARAO;TUGUEGARAO;PHILIPPINES;17;38;17;N;121;43;50;E;22
RPUU;N/A;N/A;BULAN;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPUV;N/A;VIRAC;VIRAC;PHILIPPINES;13;34;39;N;124;12;22;E;37
RPUW;N/A;MARINDUQUE;MARINDUQUE;PHILIPPINES;13;21;40;N;121;49;31;E;5
RPUX;N/A;N/A;PLARIDEL;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPUY;N/A;CAUAYAN;CAUAYAN;PHILIPPINES;16;55;47;N;121;45;12;E;61
RPUZ;N/A;BAGABAG;BAGABAG;PHILIPPINES;16;37;8;N;121;15;8;E;25
RPVA;TAC;DANIEL Z ROMUALDEZ;TACLOBAN;PHILIPPINES;11;13;38;N;125;1;40;E;4
RPVB;BCD;BACOLOD;BACOLOD;PHILIPPINES;10;38;33;N;122;55;46;E;8
RPVC;N/A;CALBAYOG;CALBAYOG;PHILIPPINES;12;4;21;N;124;32;42;E;4
RPVD;DGT;DUMAGUETE;DUMAGUETE;PHILIPPINES;9;20;3;N;123;18;7;E;5
RPVE;N/A;N/A;CATICLAN;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPVF;N/A;CATARMAN;CATARMAN;PHILIPPINES;12;30;8;N;124;38;8;E;3
RPVG;N/A;GUIUAN;GUIUAN;PHILIPPINES;11;2;8;N;125;44;34;E;3
RPVH;N/A;N/A;HILONGOS;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPVI;ILO;ILOILO;ILOILO;PHILIPPINES;10;42;47;N;122;32;42;E;9
RPVK;KLO;KALIBO;KALIBO;PHILIPPINES;11;40;52;N;122;22;40;E;13
RPVL;N/A;N/A;ROXAS;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPVM;NOP;MACTAN INTERNATIONAL;MASBATE;PHILIPPINES;10;18;27;N;123;58;45;E;10
RPVN;N/A;N/A;MEDELLIN;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPVO;N/A;ORMOC;ORMOC;PHILIPPINES;11;3;21;N;124;33;56;E;26
RPVP;PPS;PUERTO PRINCESA;PUERTO PRINCESA;PHILIPPINES;9;44;31;N;118;45;31;E;22
RPVR;N/A;ROXAS;ROXAS;PHILIPPINES;11;35;51;N;122;45;10;E;4
RPVS;SJI;ANTIQUE;SAN JOSE;PHILIPPINES;10;45;58;N;121;55;56;E;8
RPWA;N/A;N/A;SURALLAH;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWB;N/A;N/A;BUAYAN/COTABATO SOUTH;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWC;CBO;N/A;COTABATO;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWD;DVO;N/A;DAVAO;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWE;BXU;N/A;BUTUAN;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWG;N/A;N/A;DIPOLOG;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWI;N/A;N/A;OZAMIS;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWJ;N/A;N/A;JOLO;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWK;N/A;N/A;TACURONG;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWL;CGY;N/A;CAGAYAN DE ORO;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWM;N/A;N/A;MALABANG;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWN;N/A;N/A;BONGAO/SULU;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWP;N/A;N/A;PAGADIAN;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWS;N/A;N/A;SURIGAO;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWT;N/A;N/A;DEL MONTE;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWV;N/A;N/A;BUENAVISTA/AGUSAN;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWW;N/A;N/A;TANDAG;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWX;N/A;N/A;ILGAN;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWY;N/A;N/A;MALAYBALAY;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPWZ;N/A;N/A;BISLIG;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPXC;N/A;N/A;TARLAC;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPXG;N/A;N/A;LUBANG;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPXI;N/A;N/A;ITBAYAT;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPXJ;N/A;N/A;JOMALIG;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPXM;N/A;N/A;FORT MAGSAYSAY;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPXP;N/A;N/A;PORO POINT;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPXR;N/A;N/A;CORREGIDOR;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPXT;N/A;N/A;ALABAT;PHILIPPINES;0;0;0;U;0;0;0;U;0
RPXU;N/A;N/A;SORSOGON;PHILIPPINES;0;0;0;U;0;0;0;U;0
SAAA;N/A;N/A;SAN ANTONIO DE ARECO;ARGENTINA;0;0;0;U;0;0;0;U;0
SAAC;COC;COMODORO PIERRESTEGUI;CONCORDIA;ARGENTINA;31;17;49;S;57;59;47;W;35
SAAG;GHU;GUALEGUAYCHU;GUALEGUAYCHU;ARGENTINA;33;0;21;S;58;36;47;W;23
SAAI;N/A;PUNTA INDIO;PUNTA INDIO;ARGENTINA;35;20;52;S;57;17;38;W;16
SAAJ;N/A;JUNIN;JUNIN;ARGENTINA;34;32;45;S;60;55;50;W;80
SAAM;N/A;N/A;MAZARUCA;ARGENTINA;0;0;0;U;0;0;0;U;0
SAAP;PRA;GENERAL URQUIZA;PARANA;ARGENTINA;31;47;41;S;60;28;49;W;75
SAAR;ROS;ROSARIO;ROSARIO;ARGENTINA;32;54;12;S;60;47;4;W;26
SAAU;N/A;N/A;VILLAGUAY;ARGENTINA;0;0;0;U;0;0;0;U;0
SAAV;SFN;SAUCE VIEJO;SANTA FE;ARGENTINA;31;42;42;S;60;48;42;W;18
SABA;EZE;N/A;BUENOS AIRES;ARGENTINA;0;0;0;U;0;0;0;U;0
SABE;AEP;AEROPARQUE JORGE NEWBERY;BUENOS AIRES;ARGENTINA;34;33;33;S;58;24;56;W;6
SACC;N/A;LA CUMBRE;LA CUMBRE;ARGENTINA;31;0;24;S;64;31;57;W;1139
SACD;N/A;N/A;CORONEL OLMEDO;ARGENTINA;0;0;0;U;0;0;0;U;0
SACI;N/A;N/A;PILAR;ARGENTINA;0;0;0;U;0;0;0;U;0
SACL;N/A;N/A;LAGUNA LARGA;ARGENTINA;0;0;0;U;0;0;0;U;0
SACM;N/A;N/A;VILA GENERAL MITRE;ARGENTINA;0;0;0;U;0;0;0;U;0
SACN;N/A;N/A;ASCOCHINGA;ARGENTINA;0;0;0;U;0;0;0;U;0
SACO;COR;AMBROSIO L V TARAVELLA;CORDOBA;ARGENTINA;31;19;25;S;64;12;28;W;489
SACQ;N/A;N/A;MONTE QUEMADO;ARGENTINA;0;0;0;U;0;0;0;U;0
SACS;N/A;N/A;VILLA DE SOTO;ARGENTINA;0;0;0;U;0;0;0;U;0
SACT;N/A;CHAMICAL;GOBERNADOR GORDILLO;ARGENTINA;30;20;43;S;66;17;37;W;459
SACV;N/A;N/A;VILLA MARIA D.RIO SECO;ARGENTINA;0;0;0;U;0;0;0;U;0
SADD;N/A;DON TORCUATO;BUENOS AIRES;ARGENTINA;34;30;2;S;58;36;15;W;5
SADF;N/A;SAN FERNANDO;SAN FERNANDO;ARGENTINA;34;27;11;S;58;35;22;W;4
SADG;N/A;N/A;MONTE GRANDE;ARGENTINA;0;0;0;U;0;0;0;U;0
SADJ;N/A;MARIANO MORENO;JOSE C. PAZ;ARGENTINA;34;33;38;S;58;47;22;W;33
SADL;LPG;LA PLATA;LA PLATA;ARGENTINA;34;58;20;S;57;53;40;W;22
SADM;N/A;MORON;MORON;ARGENTINA;34;40;34;S;58;38;33;W;29
SADP;N/A;EL PALOMAR;EL PALOMAR;ARGENTINA;34;36;35;S;58;36;45;W;18
